N03_007_2,N03_001,N03_003,N03_004,TAC1,samples1,TAC2,samples2,TAC3,samples3
23112,愛知県,名古屋市,南区,33411,87,1,0,38152,0
23113,愛知県,名古屋市,守山区,33411,108,24577,7,24579,6
23114,愛知県,名古屋市,緑区,33411,166,24579,13,41506,1
23115,愛知県,名古屋市,名東区,33411,109,24579,4,38151,0
23116,愛知県,名古屋市,天白区,33411,105,24579,1,38151,0
23201,愛知県,,豊橋市,24578,226,23553,2,1,0
23202,愛知県,,岡崎市,24578,267,24580,5,16461,2
23203,愛知県,,一宮市,24577,251,8206,2,1,0
23204,愛知県,,瀬戸市,24579,101,33411,1,24577,1
23205,愛知県,,半田市,24580,46,1,0,38150,0
23206,愛知県,,春日井市,24577,169,33411,8,41744,4
23207,愛知県,,豊川市,24578,141,41992,2,12422,2
23208,愛知県,,津島市,24577,39,1,0,38151,0
23209,愛知県,,碧南市,24580,73,24579,2,41994,1
23210,愛知県,,刈谷市,24579,87,24578,3,41494,2
23211,愛知県,,豊田市,24578,282,24579,14,41736,8
23212,愛知県,,安城市,24579,113,24578,5,24580,4
23213,愛知県,,西尾市,24580,181,24579,2,41991,2
23214,愛知県,,蒲郡市,24580,61,41992,3,24578,1
23215,愛知県,,犬山市,24577,46,22530,4,41745,2
23216,愛知県,,常滑市,24580,61,24579,1,41987,1
23217,愛知県,,江南市,24577,48,1,0,38151,0
23219,愛知県,,小牧市,24577,96,16709,3,41744,2
23220,愛知県,,稲沢市,24577,102,8204,2,12327,1
23221,愛知県,,新城市,24578,56,33672,1,1,0
23222,愛知県,,東海市,24579,76,33411,2,41486,1
23223,愛知県,,大府市,24579,83,33411,3,41493,1
23224,愛知県,,知多市,24579,40,24580,5,38150,0
23225,愛知県,,知立市,24579,34,24578,4,38275,0
23226,愛知県,,尾張旭市,24579,56,33411,8,17409,3
23227,愛知県,,高浜市,24580,41,1,0,38150,0
23228,愛知県,,岩倉市,24577,29,8206,3,1,0
23229,愛知県,,豊明市,24579,56,33411,2,16718,1
23230,愛知県,,日進市,24579,77,33411,5,38151,0
23231,愛知県,,田原市,24578,100,25601,3,41986,1
23232,愛知県,,愛西市,24577,55,1,0,38151,0
23233,愛知県,,清須市,24577,39,33411,4,8205,1
23234,愛知県,,北名古屋市,24577,43,33411,2,12327,1
23235,愛知県,,弥富市,24577,34,25602,5,8241,1
23236,愛知県,,みよし市,24579,48,24578,3,38275,0
23237,愛知県,,あま市,24577,44,33411,5,1,0
23238,愛知県,,長久手市,24579,56,33411,1,41733,1
23302,愛知県,愛知郡,東郷町,24579,33,38150,0,38275,0
23342,愛知県,西春日井郡,豊山町,24577,14,1,0,38151,0
23361,愛知県,丹羽郡,大口町,24577,23,1,0,38151,0
23362,愛知県,丹羽郡,扶桑町,24577,22,1,0,38151,0
23424,愛知県,海部郡,大治町,24577,12,8205,1,33411,1
23425,愛知県,海部郡,蟹江町,24577,18,33411,3,1,0
23427,愛知県,海部郡,飛島村,24577,7,33411,1,1,0
23441,愛知県,知多郡,阿久比町,24580,18,24579,2,38150,0
23442,愛知県,知多郡,東浦町,24579,17,41495,1,1,0
23445,愛知県,知多郡,南知多町,24580,24,12418,2,25601,2
23446,愛知県,知多郡,美浜町,24580,19,41991,1,12418,1
23447,愛知県,知多郡,武豊町,24580,28,1,0,38150,0
23501,愛知県,額田郡,幸田町,24580,62,1,0,38150,0
23561,愛知県,北設楽郡,設楽町,24578,24,1,0,38275,0
24201,三重県,,津市,25601,239,25602,4,8706,1
24202,三重県,,四日市市,25602,239,8718,1,16782,1
24203,三重県,,伊勢市,25601,126,38280,0,38278,0
24204,三重県,,松阪市,25601,159,8722,1,8726,1
24205,三重県,,桑名市,25602,180,24577,2,16786,1
24207,三重県,,鈴鹿市,25602,162,8720,1,1,0
24208,三重県,,名張市,25602,38,1,0,38280,0
24209,三重県,,尾鷲市,25601,26,38280,0,38278,0
24210,三重県,,亀山市,25602,71,25601,3,8705,1
24211,三重県,,鳥羽市,25601,30,38280,0,38278,0
24212,三重県,,熊野市,25601,45,8710,1,38280,0
24214,三重県,,いなべ市,25602,77,1,0,38280,0
24215,三重県,,志摩市,25601,73,38280,0,38278,0
24216,三重県,,伊賀市,25602,101,30721,1,8709,1
24303,三重県,桑名郡,木曽岬町,25602,6,24577,1,1,0
24324,三重県,員弁郡,東員町,25602,35,1,0,38280,0
24341,三重県,三重郡,菰野町,25602,50,8714,1,1,0
24343,三重県,三重郡,朝日町,25602,14,1,0,38280,0
24344,三重県,三重郡,川越町,25602,16,1,0,38280,0
24441,三重県,多気郡,多気町,25601,32,8723,1,38279,0
24442,三重県,多気郡,明和町,25601,24,38280,0,38278,0
24443,三重県,多気郡,大台町,25601,21,38280,0,38278,0
24461,三重県,度会郡,玉城町,25601,30,38280,0,38278,0
24470,三重県,度会郡,度会町,25601,20,38280,0,38278,0
24471,三重県,度会郡,大紀町,25601,21,38280,0,38278,0
24472,三重県,度会郡,南伊勢町,25601,23,38280,0,38278,0
24543,三重県,北牟婁郡,紀北町,25601,31,38280,0,38278,0
24561,三重県,南牟婁郡,御浜町,25601,16,38280,0,38278,0
24562,三重県,南牟婁郡,紀宝町,25601,20,31746,1,8710,1
25201,滋賀県,,大津市,26626,269,12544,3,27650,3
25202,滋賀県,,彦根市,26625,102,12549,1,24876,1
25203,滋賀県,,長浜市,26625,190,12545,1,12550,1
25204,滋賀県,,近江八幡市,26625,105,26626,1,1,0
25206,滋賀県,,草津市,26626,119,12547,2,1,0
25207,滋賀県,,守山市,26626,71,26625,9,1,0
25208,滋賀県,,栗東市,26626,46,12547,1,1,0
25209,滋賀県,,甲賀市,26626,93,12546,7,24879,1
25210,滋賀県,,野洲市,26625,61,26626,5,1,0
25211,滋賀県,,湖南市,26626,84,12546,1,12548,1
25212,滋賀県,,高島市,26625,51,1,0,38280,0
25213,滋賀県,,東近江市,26625,121,26626,1,1,0
25214,滋賀県,,米原市,26625,61,12550,2,16516,1
25383,滋賀県,蒲生郡,日野町,26626,30,12548,1,1,0
25384,滋賀県,蒲生郡,竜王町,26626,19,26625,2,16534,1
25425,滋賀県,愛知郡,愛荘町,26625,24,1,0,38280,0
25441,滋賀県,犬上郡,豊郷町,26625,4,1,0,38280,0
25442,滋賀県,犬上郡,甲良町,26625,12,1,0,38280,0
25443,滋賀県,犬上郡,多賀町,26625,25,1,0,38280,0
26101,京都府,京都市,北区,27649,40,25514,3,1,0
26102,京都府,京都市,上京区,25514,47,27649,2,1,0
26103,京都府,京都市,左京区,27649,98,25514,2,45451,1
26104,京都府,京都市,中京区,25514,72,27649,2,16536,1
26105,京都府,京都市,東山区,25514,40,27650,2,28673,1
26106,京都府,京都市,下京区,25514,91,27650,3,12290,2
26107,京都府,京都市,南区,27650,66,25514,6,12288,2
26108,京都府,京都市,右京区,27649,81,25514,6,24856,2
26109,京都府,京都市,伏見区,27650,95,25514,5,27649,1
26110,京都府,京都市,山科区,27650,54,12544,2,1,0
26111,京都府,京都市,西京区,27650,73,27649,3,1,0
26201,京都府,,福知山市,27649,32,1,0,38280,0
26202,京都府,,舞鶴市,27649,51,1,0,38280,0
26203,京都府,,綾部市,27649,6,1,0,38280,0
26204,京都府,,宇治市,27650,61,12338,1,16522,1
26205,京都府,,宮津市,27649,14,1,0,38280,0
26206,京都府,,亀岡市,27649,46,45448,3,16548,1
26207,京都府,,城陽市,27650,38,1,0,38280,0
26208,京都府,,向日市,27650,40,1,0,38280,0
26209,京都府,,長岡京市,27650,41,28673,1,1,0
26210,京都府,,八幡市,27650,22,28673,2,1,0
26211,京都府,,京田辺市,27650,31,1,0,38280,0
26212,京都府,,京丹後市,27649,10,1,0,38280,0
26213,京都府,,南丹市,27649,21,1,0,38280,0
26214,京都府,,木津川市,27650,35,30721,2,1,0
26303,京都府,乙訓郡,大山崎町,27650,15,35856,1,38280,0
26322,京都府,久世郡,久御山町,27650,21,1,0,38280,0
26343,京都府,綴喜郡,井手町,27650,8,1,0,38280,0
26344,京都府,綴喜郡,宇治田原町,27650,12,1,0,38280,0
26364,京都府,相楽郡,笠置町,27650,2,1,0,38280,0
26366,京都府,相楽郡,精華町,27650,24,30721,1,1,0
26407,京都府,船井郡,京丹波町,27649,4,1,0,38280,0
26465,京都府,与謝郡,与謝野町,27649,4,1,0,38280,0
27102,大阪府,大阪市,都島区,25511,48,16545,1,38152,0
27103,大阪府,大阪市,福島区,25511,60,25512,1,38479,0
27104,大阪府,大阪市,此花区,25511,79,25512,1,25513,1
27106,大阪府,大阪市,西区,25511,46,25512,43,35552,2
27107,大阪府,大阪市,港区,25512,48,25511,2,38479,0
27108,大阪府,大阪市,大正区,25512,29,38152,0,38278,0
27109,大阪府,大阪市,天王寺区,25512,77,38152,0,38278,0
27111,大阪府,大阪市,浪速区,25512,63,16520,4,49287,2
27113,大阪府,大阪市,西淀川区,25511,41,29697,2,38280,0
27114,大阪府,大阪市,東淀川区,25511,77,28673,1,38280,0
27115,大阪府,大阪市,東成区,25512,19,25511,14,38479,0
27116,大阪府,大阪市,生野区,25512,39,38152,0,38278,0
27117,大阪府,大阪市,旭区,25511,37,28673,2,38280,0
27118,大阪府,大阪市,城東区,25511,68,38151,0,38276,0
27119,大阪府,大阪市,阿倍野区,25512,64,35552,2,38151,0
27120,大阪府,大阪市,住吉区,25512,70,38152,0,38278,0
27121,大阪府,大阪市,東住吉区,25512,71,38152,0,38278,0
27122,大阪府,大阪市,西成区,25512,56,35552,1,25511,1
27123,大阪府,大阪市,淀川区,25511,93,28673,3,35840,1
27124,大阪府,大阪市,鶴見区,25511,47,28673,1,38280,0
27125,大阪府,大阪市,住之江区,25512,97,25560,2,16525,2
27126,大阪府,大阪市,平野区,25512,75,28674,2,38281,0
27127,大阪府,大阪市,北区,25511,159,25512,11,16544,3
27128,大阪府,大阪市,中央区,25511,103,25512,95,25495,1
27141,大阪府,堺市,堺区,28674,101,25512,4,35594,2
27142,大阪府,堺市,中区,28674,76,28675,1,1,0
27143,大阪府,堺市,東区,28674,40,1,0,38280,0
27144,大阪府,堺市,西区,28674,81,25512,2,45068,2
27145,大阪府,堺市,南区,28675,86,28674,6,16540,1
27146,大阪府,堺市,北区,28674,53,25512,3,38281,0
27147,大阪府,堺市,美原区,28674,36,1,0,38280,0
27202,大阪府,,岸和田市,28675,145,45059,3,16529,1
27203,大阪府,,豊中市,28673,114,25511,5,29697,4
27204,大阪府,,池田市,28673,53,29697,5,45376,2
27205,大阪府,,吹田市,28673,94,25511,9,45384,3
27206,大阪府,,泉大津市,28675,58,45068,6,45059,2
27207,大阪府,,高槻市,28673,158,29697,2,1,0
27208,大阪府,,貝塚市,28675,72,45060,4,45059,3
27209,大阪府,,守口市,28673,49,25511,8,38280,0
27210,大阪府,,枚方市,28673,106,27650,3,1,0
27211,大阪府,,茨木市,28673,122,45391,1,38279,0
27212,大阪府,,八尾市,28674,116,25512,17,38281,0
27213,大阪府,,泉佐野市,28675,89,45060,8,45061,2
27214,大阪府,,富田林市,28674,69,28675,3,35584,1
27215,大阪府,,寝屋川市,28673,107,1,0,38280,0
27216,大阪府,,河内長野市,28675,94,28674,2,30722,2
27217,大阪府,,松原市,25512,59,28674,6,38281,0
27218,大阪府,,大東市,28673,43,25511,9,25512,1
27219,大阪府,,和泉市,28675,136,45059,13,28674,1
27220,大阪府,,箕面市,28673,66,45379,4,1,0
27221,大阪府,,柏原市,28674,49,1,0,38280,0
27222,大阪府,,羽曳野市,28674,77,30721,1,1,0
27223,大阪府,,門真市,28673,52,25511,1,38280,0
27224,大阪府,,摂津市,28673,36,1,0,38280,0
27225,大阪府,,高石市,28674,45,28675,6,45068,3
27226,大阪府,,藤井寺市,28674,36,1,0,38280,0
27227,大阪府,,東大阪市,25511,111,25512,108,28674,4
27228,大阪府,,泉南市,28675,59,45062,5,45061,4
27229,大阪府,,四條畷市,28673,35,1,0,38280,0
27230,大阪府,,交野市,28673,53,16542,2,44804,1
27231,大阪府,,大阪狭山市,28674,44,28675,2,1,0
27232,大阪府,,阪南市,28675,49,45062,8,29698,1
27301,大阪府,三島郡,島本町,28673,12,27650,5,35856,1
27321,大阪府,豊能郡,豊能町,28673,15,1,0,38280,0
27322,大阪府,豊能郡,能勢町,28673,9,1,0,38280,0
27341,大阪府,泉北郡,忠岡町,28675,16,45059,2,38279,0
27361,大阪府,泉南郡,熊取町,28675,37,1,0,38280,0
27362,大阪府,泉南郡,田尻町,28675,10,45061,2,1,0
27366,大阪府,泉南郡,岬町,28675,23,45062,5,29698,3
27381,大阪府,南河内郡,太子町,28674,24,1,0,38280,0
27382,大阪府,南河内郡,河南町,28674,37,30722,1,1,0
27383,大阪府,南河内郡,千早赤阪村,28674,23,30722,1,1,0
28101,兵庫県,神戸市,東灘区,25513,136,28704,1,29697,1
28102,兵庫県,神戸市,灘区,25513,95,29699,2,28708,1
28105,兵庫県,神戸市,兵庫区,25513,78,28680,1,38158,0
28106,兵庫県,神戸市,長田区,25513,52,29698,2,1,0
28107,兵庫県,神戸市,須磨区,29698,46,25513,6,28685,2
28108,兵庫県,神戸市,垂水区,29698,61,28684,3,38278,0
28109,兵庫県,神戸市,北区,29698,93,29699,7,29697,4
28110,兵庫県,神戸市,中央区,25513,151,28927,3,29698,2
28111,兵庫県,神戸市,西区,29698,89,28684,1,38278,0
28201,兵庫県,,姫路市,29700,339,37894,5,37893,4
28202,兵庫県,,尼崎市,29697,259,25511,11,28673,2
28203,兵庫県,,明石市,29698,118,37951,3,37889,2
28204,兵庫県,,西宮市,29697,354,29698,1,25513,1
28205,兵庫県,,洲本市,29698,30,1,0,38276,0
28206,兵庫県,,芦屋市,29697,58,25513,7,29699,2
28207,兵庫県,,伊丹市,29697,113,35910,3,28673,1
28208,兵庫県,,相生市,29700,34,37892,6,37893,1
28209,兵庫県,,豊岡市,29699,5,38151,0,38276,0
28210,兵庫県,,加古川市,29700,129,29698,5,37889,3
28212,兵庫県,,赤穂市,29700,34,37892,4,1,0
28214,兵庫県,,宝塚市,29697,118,37908,1,37907,1
28215,兵庫県,,三木市,29698,54,29699,4,29700,2
28216,兵庫県,,高砂市,29700,48,37891,2,1,0
28217,兵庫県,,川西市,29697,104,37916,1,28673,1
28218,兵庫県,,小野市,29699,36,29698,1,38276,0
28219,兵庫県,,三田市,29699,34,37915,2,27649,2
28220,兵庫県,,加西市,29699,20,38151,0,38276,0
28221,兵庫県,,丹波篠山市,29699,7,38151,0,38276,0
28222,兵庫県,,養父市,29699,2,38151,0,38276,0
28223,兵庫県,,丹波市,29699,1,38151,0,38276,0
28224,兵庫県,,南あわじ市,29698,66,28687,1,38913,1
28226,兵庫県,,淡路市,29698,19,29700,1,1,0
28227,兵庫県,,宍粟市,29699,4,38151,0,38276,0
28228,兵庫県,,加東市,29699,27,25538,1,38152,0
28229,兵庫県,,たつの市,29700,65,37893,4,1,0
28301,兵庫県,川辺郡,猪名川町,29697,16,28673,1,1,0
28365,兵庫県,多可郡,多可町,29699,2,38151,0,38276,0
28381,兵庫県,加古郡,稲美町,29700,10,29698,1,1,0
28382,兵庫県,加古郡,播磨町,29698,13,1,0,38276,0
28443,兵庫県,神崎郡,福崎町,29699,18,29700,1,38151,0
28464,兵庫県,揖保郡,太子町,29700,31,1,0,38151,0
28481,兵庫県,赤穂郡,上郡町,29700,20,37892,6,1,0
28501,兵庫県,佐用郡,佐用町,29699,9,38151,0,38276,0
28585,兵庫県,美方郡,香美町,29699,8,38151,0,38276,0
28586,兵庫県,美方郡,新温泉町,29699,13,38151,0,38276,0
29201,奈良県,,奈良市,30721,243,25602,3,1,1
29202,奈良県,,大和高田市,30722,62,30721,4,1,0
29203,奈良県,,大和郡山市,30721,99,45187,2,45189,1
29204,奈良県,,天理市,30721,73,45188,1,16528,1
29205,奈良県,,橿原市,30722,108,30721,2,1,0
29206,奈良県,,桜井市,30721,49,30722,1,1,0
29207,奈良県,,五條市,30722,81,31745,4,45196,1
29208,奈良県,,御所市,30722,69,45192,1,24886,1
29209,奈良県,,生駒市,30721,91,28673,3,1,2
29210,奈良県,,香芝市,30721,66,30722,1,1,0
29211,奈良県,,葛城市,30722,68,30721,3,1,0
29212,奈良県,,宇陀市,30721,62,25602,1,1,0
29322,奈良県,山辺郡,山添村,30721,5,25602,1,1,0
29342,奈良県,生駒郡,平群町,30721,24,1,1,38151,0
29343,奈良県,生駒郡,三郷町,30721,28,45190,1,1,0
29344,奈良県,生駒郡,斑鳩町,30721,32,1,0,38151,0
29345,奈良県,生駒郡,安堵町,30721,11,1,0,38151,0
29361,奈良県,磯城郡,川西町,30721,20,1,0,38151,0
29362,奈良県,磯城郡,三宅町,30721,9,1,0,38151,0
29363,奈良県,磯城郡,田原本町,30721,52,30722,3,1,0
29385,奈良県,宇陀郡,曽爾村,30721,3,1,0,38151,0
29386,奈良県,宇陀郡,御杖村,30721,3,1,0,38151,0
29401,奈良県,高市郡,高取町,30722,16,30721,1,1,0
29402,奈良県,高市郡,明日香村,30722,16,1,0,38151,0
29424,奈良県,北葛城郡,上牧町,30721,26,1,0,38151,0
29425,奈良県,北葛城郡,王寺町,30721,24,1,0,38151,0
29426,奈良県,北葛城郡,広陵町,30721,44,30722,2,1,0
29427,奈良県,北葛城郡,河合町,30721,40,1,0,38151,0
29441,奈良県,吉野郡,吉野町,30722,4,1,0,38151,0
29442,奈良県,吉野郡,大淀町,30722,45,45195,1,1,0
29443,奈良県,吉野郡,下市町,30722,12,1,0,38151,0
29444,奈良県,吉野郡,黒滝村,30722,3,1,0,38151,0
29447,奈良県,吉野郡,野迫川村,30722,2,1,0,38151,0
29449,奈良県,吉野郡,十津川村,30722,26,45197,1,1,0
29450,奈良県,吉野郡,下北山村,30722,3,1,0,38151,0
29452,奈良県,吉野郡,川上村,30722,4,1,0,38151,0
29453,奈良県,吉野郡,東吉野村,30722,10,1,0,38151,0
30201,和歌山県,,和歌山市,31745,308,45252,18,45249,12
30202,和歌山県,,海南市,31745,61,45253,14,1,0
30203,和歌山県,,橋本市,31745,72,45250,2,30722,2
30204,和歌山県,,有田市,31745,19,45255,6,45253,1
30205,和歌山県,,御坊市,31746,27,1,0,38151,0
30206,和歌山県,,田辺市,31746,90,45258,2,45259,1
30207,和歌山県,,新宮市,31746,31,45260,3,25601,1
30208,和歌山県,,紀の川市,31745,99,45250,4,29698,1
30209,和歌山県,,岩出市,31745,39,45249,10,45251,1
30304,和歌山県,海草郡,紀美野町,31745,10,29698,1,45251,1
30341,和歌山県,伊都郡,かつらぎ町,31745,26,45250,5,29698,1
30343,和歌山県,伊都郡,九度山町,31745,17,45254,3,45250,1
30344,和歌山県,伊都郡,高野町,31745,14,45254,8,1,0
30361,和歌山県,有田郡,湯浅町,31745,20,45255,3,1,0
30362,和歌山県,有田郡,広川町,31746,14,1,0,38151,0
30366,和歌山県,有田郡,有田川町,31745,94,45255,10,45253,6
30381,和歌山県,日高郡,美浜町,31746,1,1,0,38151,0
30382,和歌山県,日高郡,日高町,31746,17,1,0,38151,0
30383,和歌山県,日高郡,由良町,31746,4,1,0,38151,0
30390,和歌山県,日高郡,印南町,31746,21,1,0,38151,0
30391,和歌山県,日高郡,みなべ町,31746,32,45258,1,45257,1
30392,和歌山県,日高郡,日高川町,31746,27,45256,1,45257,1
30401,和歌山県,西牟婁郡,白浜町,31746,49,1,0,38151,0
30404,和歌山県,西牟婁郡,上富田町,31746,35,1,0,38151,0
30406,和歌山県,西牟婁郡,すさみ町,31746,6,1,0,38151,0
30421,和歌山県,東牟婁郡,那智勝浦町,31746,33,45260,1,1,0
30422,和歌山県,東牟婁郡,太地町,31746,6,1,0,38151,0
30424,和歌山県,東牟婁郡,古座川町,31746,22,1,0,38151,0
30427,和歌山県,東牟婁郡,北山村,31746,2,45259,1,38150,0
30428,和歌山県,東牟婁郡,串本町,31746,22,45261,3,45260,1
31201,鳥取県,,鳥取市,32769,147,1,0,38151,0
31202,鳥取県,,米子市,32769,81,33793,1,38151,0
31203,鳥取県,,倉吉市,32769,17,1,0,38151,0
31204,鳥取県,,境港市,32769,25,33793,1,38151,0
31302,鳥取県,岩美郡,岩美町,32769,15,1,0,38151,0
31328,鳥取県,八頭郡,智頭町,32769,3,1,0,38151,0
31370,鳥取県,東伯郡,湯梨浜町,32769,4,1,0,38151,0
31371,鳥取県,東伯郡,琴浦町,32769,11,1,0,38151,0
31372,鳥取県,東伯郡,北栄町,32769,18,1,0,38151,0
31384,鳥取県,西伯郡,日吉津村,32769,1,1,0,38151,0
31386,鳥取県,西伯郡,大山町,32769,21,1,0,38151,0
31390,鳥取県,西伯郡,伯耆町,32769,14,30722,1,1,0
31401,鳥取県,日野郡,日南町,32769,9,1,0,38151,0
31402,鳥取県,日野郡,日野町,32769,15,48000,1,1,0
31403,鳥取県,日野郡,江府町,32769,3,1,0,38151,0
32201,島根県,,松江市,33793,183,32769,2,38151,0
32202,島根県,,浜田市,33794,43,38152,0,38278,0
32203,島根県,,出雲市,33793,98,64960,1,38152,0
32204,島根県,,益田市,33794,39,38152,0,38278,0
32205,島根県,,大田市,33794,37,38152,0,38278,0
32206,島根県,,安来市,33793,39,32769,4,17831,2
32207,島根県,,江津市,33794,33,2696,1,38151,0
32209,島根県,,雲南市,33793,33,1,0,38152,0
32343,島根県,仁多郡,奥出雲町,33793,16,1,0,38152,0
32441,島根県,邑智郡,川本町,33794,6,38152,0,38278,0
32448,島根県,邑智郡,美郷町,33794,14,38152,0,38278,0
32449,島根県,邑智郡,邑南町,33794,11,35841,1,38152,0
33101,岡山県,岡山市,北区,34818,206,47681,25,34817,3
33102,岡山県,岡山市,中区,34818,72,47687,9,47681,1
33103,岡山県,岡山市,東区,34818,77,47688,1,38152,0
33104,岡山県,岡山市,南区,34818,91,47690,4,34817,3
33202,岡山県,,倉敷市,34817,433,47693,7,34818,6
33203,岡山県,,津山市,34819,40,1,0,38158,0
33204,岡山県,,玉野市,34818,32,47682,1,34817,1
33205,岡山県,,笠岡市,34817,77,47680,21,17829,3
33207,岡山県,,井原市,34817,59,47680,16,25201,13
33208,岡山県,,総社市,34817,73,34818,1,37951,0
33209,岡山県,,高梁市,34817,25,47876,1,1,0
33210,岡山県,,新見市,34817,6,38158,0,38279,0
33211,岡山県,,備前市,34818,43,47686,1,38152,0
33212,岡山県,,瀬戸内市,34818,18,38913,1,37951,0
33213,岡山県,,赤磐市,34818,12,38158,0,38279,0
33214,岡山県,,真庭市,34819,55,1,0,38158,0
33215,岡山県,,美作市,34819,6,1,0,38158,0
33216,岡山県,,浅口市,34817,46,47685,1,1,0
33346,岡山県,和気郡,和気町,34818,10,38158,0,38279,0
33423,岡山県,都窪郡,早島町,34817,10,38158,0,38279,0
33445,岡山県,浅口郡,里庄町,34817,15,38158,0,38279,0
33461,岡山県,小田郡,矢掛町,34817,25,25201,1,47691,1
33606,岡山県,苫田郡,鏡野町,34819,5,1,0,38158,0
33643,岡山県,英田郡,西粟倉村,34819,4,1,0,38158,0
33666,岡山県,久米郡,美咲町,34819,6,1,0,38158,0
34101,広島県,広島市,中区,35843,59,17833,1,47627,1
34102,広島県,広島市,東区,35843,76,47624,2,47627,1
34103,広島県,広島市,南区,35843,62,17823,3,29699,2
34104,広島県,広島市,西区,35843,87,17827,2,47629,2
34105,広島県,広島市,安佐南区,35843,122,17826,1,47941,1
34106,広島県,広島市,安佐北区,35843,131,17820,4,47940,2
34107,広島県,広島市,安芸区,35843,53,47624,3,47625,1
34108,広島県,広島市,佐伯区,35843,95,47943,1,17820,1
34202,広島県,,呉市,35841,136,47625,5,17828,2
34203,広島県,,竹原市,35841,25,1,0,38151,0
34204,広島県,,三原市,35842,80,47620,2,47938,1
34205,広島県,,尾道市,35842,110,47619,3,47620,2
34207,広島県,,福山市,35842,411,47616,15,17817,10
34208,広島県,,府中市,35842,15,47946,1,38150,0
34209,広島県,,三次市,35841,81,47937,3,1,0
34210,広島県,,庄原市,35842,41,47937,1,1,0
34211,広島県,,大竹市,35843,9,65056,1,36865,1
34212,広島県,,東広島市,35841,199,47621,8,17817,3
34213,広島県,,廿日市市,35843,80,35841,2,47943,1
34214,広島県,,安芸高田市,35841,51,47939,1,1,0
34215,広島県,,江田島市,35841,27,1,0,38151,0
34302,広島県,安芸郡,府中町,35843,16,38151,0,38276,0
34304,広島県,安芸郡,海田町,35843,18,47624,3,1,0
34307,広島県,安芸郡,熊野町,35841,31,47625,2,1,0
34309,広島県,安芸郡,坂町,35843,4,65024,1,47626,1
34368,広島県,山県郡,安芸太田町,35843,13,47940,2,65024,1
34369,広島県,山県郡,北広島町,35843,51,33794,2,17820,1
34462,広島県,世羅郡,世羅町,35842,23,47938,3,1,0
34545,広島県,神石郡,神石高原町,35842,4,1,0,38151,0
35201,山口県,,下関市,36866,206,47428,16,48011,6
35202,山口県,,宇部市,36866,146,48008,29,48012,9
35203,山口県,,山口市,36865,174,48007,19,47433,5
35204,山口県,,萩市,36866,5,38152,0,38278,0
35206,山口県,,防府市,36865,84,48006,3,46081,1
35207,山口県,,下松市,36865,22,48004,2,1,0
35208,山口県,,岩国市,36865,106,48002,1,35841,1
35210,山口県,,光市,36865,5,1,0,38152,0
35211,山口県,,長門市,36866,40,47428,1,1,0
35212,山口県,,柳井市,36865,27,1,0,38152,0
35213,山口県,,美祢市,36866,15,47426,1,1,0
35215,山口県,,周南市,36865,100,65056,1,48005,1
35216,山口県,,山陽小野田市,36866,65,48012,18,48009,7
35305,山口県,大島郡,周防大島町,36865,18,1,0,38152,0
35321,山口県,玖珂郡,和木町,36865,4,1,0,38152,0
35343,山口県,熊毛郡,田布施町,36865,16,1,0,38152,0
35502,山口県,阿武郡,阿武町,36866,3,38152,0,38278,0
36201,徳島県,,徳島市,37889,166,50503,6,17679,3
36202,徳島県,,鳴門市,37889,76,17679,3,50497,3
36203,徳島県,,小松島市,37889,51,1,0,38151,0
36204,徳島県,,阿南市,37889,89,50500,1,1,0
36205,徳島県,,吉野川市,37889,61,50506,1,50499,1
36206,徳島県,,阿波市,37889,50,50505,2,38151,0
36207,徳島県,,美馬市,37889,35,50499,1,1,0
36208,徳島県,,三好市,37889,57,40962,5,50498,3
36301,徳島県,勝浦郡,勝浦町,37889,15,1,0,38151,0
36321,徳島県,名東郡,佐那河内村,37889,13,1,0,38151,0
36341,徳島県,名西郡,石井町,37889,29,50506,1,1,0
36342,徳島県,名西郡,神山町,37889,18,29700,1,1,0
36368,徳島県,那賀郡,那賀町,37889,9,50501,1,1,0
36383,徳島県,海部郡,牟岐町,37889,8,50500,1,1,0
36387,徳島県,海部郡,美波町,37889,25,50500,2,1,0
36388,徳島県,海部郡,海陽町,37889,48,50500,6,1,0
36401,徳島県,板野郡,松茂町,37889,19,1,0,38151,0
36402,徳島県,板野郡,北島町,37889,16,50497,2,1,0
36403,徳島県,板野郡,藍住町,37889,15,1,0,38151,0
36404,徳島県,板野郡,板野町,37889,15,1,0,38151,0
36405,徳島県,板野郡,上板町,37889,17,50505,1,38151,0
36468,徳島県,美馬郡,つるぎ町,37889,16,1,0,38151,0
36489,徳島県,三好郡,東みよし町,37889,12,50498,1,1,0
37201,香川県,,高松市,38913,294,49408,7,49411,3
37202,香川県,,丸亀市,38913,79,49414,2,49413,1
37203,香川県,,坂出市,38913,59,49415,3,38152,0
37204,香川県,,善通寺市,38913,53,35374,1,37917,0
37205,香川県,,観音寺市,38913,93,49412,6,38152,0
37206,香川県,,さぬき市,38913,60,49409,7,49410,1
37207,香川県,,東かがわ市,38913,46,37889,4,36865,2
37208,香川県,,三豊市,38913,133,49412,3,25141,1
37322,香川県,小豆郡,土庄町,38913,18,49410,3,34818,3
37324,香川県,小豆郡,小豆島町,38913,33,49410,2,29700,1
37341,香川県,木田郡,三木町,38913,40,38152,0,38278,0
37364,香川県,香川郡,直島町,38913,5,34818,1,37951,0
